CNES;UF;IBGE;NOME;LOGRADOURO;BAIRRO;LATITUDE;LONGITUDE
2027208;35;352240;UNIDADE DE SAUDE VILA ISABEL;AVENIDA KAZUME YOSHIMURA;JARDIM VIRGINIA;-23,982;-48,876
2027216;35;352240;RESIDENCIAL MORADA DO BOSQUE BAIRRO DE CIMA;AVENIDA SILEI BENATO DE ALMEIDA;RESIDENCIAL MORADA D;-23,99476;-48,8633
2027275;35;355030;UBS V ALBERTINA DR OSVALDO MARCAL;RUA ANTONIO JOAQUIM DE OLIVEIRA;VILA ESMERALDA;-23,4491;-46,61016
2027305;35;355030;UBS PROFETA JEREMIAS;RUA LUIS BORDESE;CIDADE TIRADENTES;-23,60296;-46,40349
2027321;35;355030;UBS RECANTO CAMPO BELO;RUA VIRGINIA MODESTO;RECANTO CAMPO BELO;-23,79207;-46,73535
2028042;35;350160;PM 06 JD IPIRANGA;RUA ITAMBE;JD IPIRANGA;-22,75151;-47,35898
2027380;35;355030;UBS MENINOPOLIS MARIO FRANCISCO NAPOLITANO;RUA OSCAR GOMES CARDIM;VL CORDEIRO;-23,62066;-46,68789
2027461;35;355030;UBS PQ DA LAPA;RUA BERGSON;VL LEOPOLDINA;-23,53174;-46,72052
2027550;35;355150;UBS DARIO JOSE RODRIGUES;RUA LINDOLFO MARQUES;JARDIM DOM PEDRO I;-21,21654;-47,59159
2027585;35;350890;UNIDADE BASICA DE SAUDE II IUBATINGA;RUA FRANCISCO FRANCO;IUBATINGA;-21,89973;-51,21277
2027631;35;355030;UBS JOAQUIM ANTONIO EIRADO;AV BRAZ LEME;SANTANA;-23,50374;-46,63168
2027666;35;355030;UBS CHORA MENINO;RUA COPACABANA;SANTA TEREZINHA;-23,7397;-46,66263
2027674;35;355030;UBS V NIVI;PRACA CAMPINOPOLIS;VILA NIVI;-23,47775;-46,58805
2027682;35;355030;UBS CASA VERDE;RUA VICHY;CV;-23,548;-46,636
2027690;35;355030;UBS DONA MARIQUINHA SCIASCIA;RUA DR JOSE VICENTE;TREMEMBE;-23,548;-46,636
2027720;35;355030;UBS V MARIA LUIZ PAULO GNECCO;R ANDRE DA FONSECA;VILA MUNHOZ;-23,60909;-46,52565
2027755;35;350030;UBS AUREA OLIVEIRA ARAUJO VILA BRAGA;RUA MIGUEL ANGELO;PARQUE MIGUELITO;-22,05771;-46,9668
2027801;35;353070;UBS ZONA SUL;RUA SEBASTIAO BUENO;JARDIM ITAMARATY;-22,38696;-46,93315
2027887;35;355240;USF YPIRANGA;RUA RODIGAR ARAUJO SANTOS;RESIDENCIAL YPIRANGA;-22,83008;-47,19005
2027895;35;355240;USF SANTA CLARA;RUA BENEDITO TEODORO MENDES;JARDIM SANTA CLARA;-22,82873;-47,16704
2027909;35;355210;ESF MORAES POSTINHO DOS MORAES DE SOCORRO;EST MUNIC DOS MORAES;DOS MORAES;-22,591;-46,529
2027917;35;355210;CENTRO ODONTOLOGICO MUNICIPAL DE SOCORRO;RUA CORNELIO ALVES DE ANDRADE;CENTRO;-22,591;-46,529
2027976;35;352730;US ANTONIO CARLOS DOS SANTOS PAS;RUA SAO CARLOS;JRDIM SANTO ANTONIO;-23,08715;-46,97746
2028018;35;350190;USF MOV ACAO RURAL DO PANTALEAO;ESTRADA SP 352 KM;PANTALEAO;-22,701;-46,764
2028034;35;350160;ESTRATEGIA DE SAUDE DA FAMILIA ZANAGA I;RUA ADELMAR TAVARES;VILA ANTONIO ZANAGA;-22,739;-47,331
2028069;35;350190;UNIDADE BASICA DE SAUDE PEDROSOS;RODOVIA ENGENHEIRO CONSTANCIO CINTRA SP 360 KM 109;PEDROSOS;-22,701;-46,764
2028107;35;350840;POLICLINICA MILENA CIOLA BONFIM DE CABREUVA;AVN PASCHOAL SANTI;BONFIM;-23,308;-47,133
2028115;35;350840;USF DO CENTRO HEMORGENES DE GODOY;AV MARCIANO XAVIER DE OLIVEIRA;CENTRO;-23,308;-47,133
2028131;35;352400;UBS DO BAIRRO MEDEIROS;RUA ESTRADA DAS PAINEIRAS;MEDEIROS;-23,153;-47,058
2028166;35;350190;USF JARDIM BRASIL;AVN SAO PAULO;JARDIM BRASIL;-22,701;-46,764
2028220;35;355430;CENTRO DE SAUDE WALTER VENTURA FERREIRA;RUA JOSE MIGUEL DE CASTRO ANDRADE;CENTRO;-22,53327;-52,17036
2028247;35;355430;ESF 3 PLANALTO DO SUL;RUA JOAQUIM ALVES FERREIRA;PLANALTO DO SUL;-22,46371;-52,20875
2028263;35;355430;ESF 7 RIO PARANA;ESTRADA DE ACESSO DESTILARIA ALCIDIA;ALCIDIA DA GATA;-22,50146;-52,23553
2028298;35;355430;ESF 8 AGUA SUMIDA;ASSENTAMENTO AGUA SUMIDA;ZONA RURAL;-22,50257;-52,20497
2028301;35;353710;USF BENEDITO CANDIDO DA SILVA PEDREIRA;RUA JOSE SERRA;JARDIM ANDRADE;-22,73712;-46,88113
2028328;35;355430;ESF 2 BAIRRO DA ESTACAO;RUA LUZIA RICARDO DA FOSECA SABINO;JARDIM ESPLANADA;-22,53872;-52,15922
2028379;35;353730;MACRO I MUTIRAO;AVENIDA EUCLIDES GARCIA DO NASCIMENTO;JARDIM ELDORADO;-21,40869;-50,08424
2028387;35;353730;MACRO II CENTRO DE SAUDE DE PENAPOLIS;AVENIDA EXPEDICIONARIO DIOGO GARCIA MARTINS;CENTRO;-21,42116;-50,07728
2028417;35;353450;CS DE OSCAR BRESSANE PSF;RUA VITORIO GIROTO;CENTRO;-22,018;-50,25
2028433;35;355500;USF APARICIA DE BARROS STA ADELIA;AVENIDA ANIBAL DAVOLI;PARQUE RESIDENCIAL C;-21,9406;-50,49301
2028441;35;352890;CENTRO DE SAUDE DE MARIAPOLIS;PRACA FREI DIONISIO ANTONIO MARINELLI;CENTRO;-21,799;-51,181
2028506;35;351370;CENTRO DE SAUDE VITAL BRASIL DESCALVADO;RUA BEZERRA PAES;CENTRO;-21,90185;-47,62081
2028514;35;354890;USF JARDIM MUNIQUE;AVENIDA DR AURELIO CATTANI;RESIDENCIAL ASTOLPHO;-22,018;-47,891
2028522;35;354890;USF PRESIDENTE COLLOR;RUA MARIA DAS GRACAS TAGLIATELA DE CUSTODIO;CIDADE ARACY;-22,018;-47,891
2028549;35;351420;CS DE DOLCINOPOLIS;AV OSVALDO DOLCI;CENTRO;-20,12463;-50,51355
2028603;35;354610;CS DE SANTA CLARA DOESTE;RUA ANTONIO FACINCANI;CENTRO;-20,089;-50,954
2028689;35;350400;ESF VILA PROGRESSO;AVENIDA SAO CRISTOVAO;VILA SANTA RITA;-22,63982;-50,42959
2028697;35;350400;ESF JD III AMERICAS;RUA LEONOR;JD III AMERICAS;-22,67475;-50,42687
2028719;35;350750;UBS SEBASTIAO ALMEIDA PINTO COHAB I BOTUCATU;RUA JOSE MAURICIO DE OLIVEIRA;COHAB I;-22,91323;-48,43977
2028727;35;350690;ATENCAO PRIMARIA A SAUDE BRUNO NOVAES BOFETE;ERNESTO EBURNEO;CENTRO;-23,10367;-48,26015
2028778;35;350450;UBS BRABANCIA AVARE;PRACA ARMANDO PAULA ASSIS;BRABANCIA;-23,099;-48,926
2028875;35;354890;USF AGUA VERMELHA;RUA BELA CINTRA;AGUA VERMELHA;-22,018;-47,891
2028883;35;351518;UBS DR ARMANDO C S MANDADORI V CENTENARIO E S PINHAL SP;ESTRADA DA FEPASA;VILA CENTERNARIO;-22,191;-46,741
2028999;35;350590;UBS CECAP II DR LUIS CANDIDO ALVES DE BATATAIS;PRACA ARISTIDES NOGUEIRA BRAGA;ALTINO ARANTES;-20,88363;-47,57288
2028905;35;351350;UBS JARDIM CASQUEIRO;RUA ESPANHA;JD CASQUEIRO;-23,93046;-46,39852
2029200;35;354840;CS III SANTOPOLIS DO AGUAPEI;RUA TEOLINO JOSE CORREIA;CENTRO;-21,63699;-50,50182
2029219;35;351790;UBSF JERONIMO FERREIRA DE OLIVEIRA GUARACI SP;RUA CARLOS DE CAMPOS;CENTRO;-20,49757;-48,94436
2029227;35;351050;UBS MORRO DO ALGODAO CARAGUATATUBA;RUA ANTONIO DOS SANTOS;MORRO DO ALGODAO;-23,62778;-45,43622
2029308;35;354850;UNIDADE DE SAUDE DA FAMILIA MARTINS FONTES;RUA DONA LUIZA MACUCO;VILA NOVA;-23,961;-46,334
2029324;35;353470;UBS REGIAO OESTE DE OURINHOS;RUA SEBASTIAO SIMAO DE SOUZA;JD SAO JUDAS TADEU;-22,96743;-49,8976
2029502;35;350780;UBS DR LUIZ BRISOTTI BRODOWSKI;RUA OSWALDO CRUZ;VILA N S DAS GRACAS;-20,98253;-47,64732
2029529;35;350780;CENTRO DE SAUDE III DE BRODOWSKI;RUA FLORIANO PEIXOTO;CENTRO;-20,98998;-47,65891
9205349;32;320080;MICHELLY PIROLA SAUDE ESTETICA;DONA AMALIA;VILA KENNEDY;-19,51514;-41,01106
2030071;35;354530;PSF PRIMAVERA;AV VICENTE LEME DOS SANTOS;JD PRIMAVERA;-23,65133;-47,57891
2030136;35;354900;UNIDADE BASICA DE SAUDE E S F DE SAO FRANCISCO;RUA SAO PAULO;CENTRO;-20,3592;-50,69685
2030144;35;350260;CS DE APARECIDA DOESTE;RUA MANOEL ASSUMPCAO VIEIRA;CENTRO;-20,449;-50,88
2030187;35;354200;CS DE QUINTANA;AVENIDA SANTOS;CENTRO;-22,073;-50,306
2030195;35;354770;UBS II DOUTOR ORLANDO BERTOLLI;PRACA DOUTOR LUIZ RAMOS E SILVA;CENTRO;-21,9755;-51,65201
2030225;35;351770;POSTO DE ATENDIMENTO PIONEIROS DE GUARA;RUA GENEROSO DIAS BORGES;PIONEIROS;-20,428;-47,824
2030241;35;352690;CSF NS DORES 1 LIMEIRA;AVENIDA FREI JOAO DAS MERCES;PRQ NOSSA SENHORA DO;-22,56563;-47,44355
2030446;35;353870;UNIDADE BASICA DE SAUDE DE VILA REZENDE PIRACICABA;RUA SANTO ESTEVAO;VILA REZENDE;-22,725;-47,649
2030462;35;354390;UBS DR MARIO FITTIPALDI;RUA 21;JARDIM WENZEL;-22,411;-47,561
2030470;35;354080;ESF I ANTONIO ABDALLA;RUA MIGUEL ABRUZZINI;COHAB IV;-21,05122;-49,3735
2030497;35;350420;UBS DE AURIFLAMA;RUA ALFREDO DAINEZI;CENTRO;-20,685;-50,5552
2030543;35;350560;ESTRATEGIA DE SAUDE DA FAMILIA OVIDIO RODRIGUES CAMPOS;RUA JOSE GERALDO CONSTANTINO;VILA SAO JOSE;-21,19852;-48,16634
2030578;35;354910;UBS DR ACIDINO DE ANDRADE SAO JOAO DA BOA VISTA;RUA CONSELHEIRO ANTONIO PRADO;VILA CONRADO;-21,969;-46,798
2030683;35;351518;UBS DR PASCOAL BRANDO JD ROSAS E S PINHAL SP;RUA MNS JOSE J B FUCCIOLI;JD DAS ROSAS;-22,191;-46,741
2031922;35;354390;UBS ORESTES ARMANDO GIOVANNI;AV 29;ESTADIO;-22,42456;-47,56357
2030772;35;355170;UBS ANTONIA CANHOTO SPIGOLON SERTAOZINHO;RUA ERNESTO SCATENA;ALTO DO GINASIO;-21,13981;-47,97919
2030799;35;351310;UNIDADE MISTA DE SAUDE JOSE STELLA;AV PEDRO AMOROSO;JOAO BERBEL II;-21,33755;-47,7483
2030802;35;353710;USF DRA SONIA OLIVEIRA MARTINS PEDREIRA;RUA LAZARO BENTO;JAD TRIUNFO;-22,72275;-46,89613
2030829;35;351907;UBS FIGUEIRAS SAO SEBASTIAO ROSANGELA AP NEGRAO SALGADO;RUA MARACI APARECIDA MARTAROLLI DE CAMPOS;JD DAS FIGUEIRAS II;-22,85803;-47,21975
2030837;35;352340;PSF 02 03 CECAP JOSE FRANCISCON;AV BENEDITO DE GODOY CAMARGO;CECAP;-23,02389;-46,85138
2030934;35;355030;UBS CIDADE VARGAS;RUA DOS COMERCIARIOS;CIDADE VARGAS;-23,548;-46,636
2030969;35;355030;AMA UBS INTEGRADA AMERICANOPOLIS;RUA CIDADE DE SANTOS;AMERICANOPOLIS;-23,66508;-46,64352
2031043;35;355410;PAMO IAPI;PRACA DE ESPORTES VISCONDE DE TREMEMBE;CHACARA DO VISCONDE;-23,01887;-45,5639
2031469;35;352940;UBS JARDIM ITAPARK;AVENIDA ITAPARK;JARDIM ITAPARK;-23,67695;-46,43757
2031493;35;352580;USF ANTONIO SOARES;RUA JORGE DE MORAES BARROS;CENTRO;-22,009;-49,787
2031558;35;350280;UBS DR JECY VILLELA DOS REIS MORADA DOS NOBRES;RUA LIONS CLUB;MORADA DOS NOBRES;-21,22976;-50,46343
2031574;35;353870;UNIDADE BASICA DE SAUDE JARDIM ESPLANADA PIRACICABA;RUA AUGUSTO FURLAN;JARDIM ESPLANADA;-22,725;-47,649
2031590;35;353470;USF JARDIM JOSEFINA;RUA MARIO FURINI;JD JOSEFINA;-22,95671;-49,86993
2031639;35;355130;CS DE SEBASTIANOPOLIS DO SUL;RUA MAL CASTELO BRANCO;CENTRO;-20,65666;-49,92166
2031655;35;352040;UBS ITAQUANDUBA ILHABELA;AVDOS BANDEIRANTES;ITAQUANDUBA;-23,79941;-45,36153
2031701;35;354860;CENTRO DE SAUDE III SAO BENTO DR VITOR MONTEIRO;AVN CONS RODRIGUES ALVES;CENTRO;-22,6869;-45,73166
2031965;35;352040;UBS COSTA NORTE ILHABELA;RUA PERIMETRAL NORTE;ARMACAO;-23,73324;-45,34176
2031981;35;350280;CENTRO DE SAUDE DE ARACATUBA DR ARISTIDES TRONCOSO PERES;RUA SACADURA CABRAL;AVIACAO;-21,209;-50,433
2032007;35;351660;CENTRO DE SAUDE DR PLINIO ALBERS DE GALIA;RUA DONA AYDA BAGANHA FERREIRA;CENTRO;-22,291;-49,553
2032023;35;352690;CSF PLANALTO LIMEIRA;RUA PROFESSOR ELY DE ALMEIDA CAMPOS;JARDIM PLANALTO;-22,565;-47,402
2032074;35;354510;CENTRO DE SAUDE DE SALMOURAO;RUA BARTOLOMEU BUENO;CENTRO;-21,62712;-50,85968
2032090;35;352940;UBS SANTA LIDIA;RUA PERU;JARDIM SANTA LIDIA;-23,67809;-46,44841
2032112;35;352940;UBS JARDIM SANTISTA;RUA JANUARIO BOCCIA;JARDIM SANTISTA;-23,67701;-46,4156
2032120;35;354880;UBS DARCY SARMANHO VARGAS;RUA GENERAL ESTILAC LEAL;MAUA;-23,64644;-46,57
2032201;35;354910;PSF DR GERALDO PRADELA SAO JOAO DA BOA VISTA;AVN DR LUIZ GAMBETA SARMENTO;SANTO ANTONIO;-21,969;-46,798
2032244;35;350590;CENTRO DE SAUDE I DR JOSE MELLO E SILVA;PRC ANITA GARIBALDI;CENTRO;-20,89272;-47,58745
2032279;35;350040;UASF ANA ZACARIAS;RUA SAO JOSE;CASCATA;-21,937;-46,717
2032325;35;350630;USF PEROLA DO PLANALTO;RUA AGENOR CAMARGO DE LIMA;VILA CORONEL ALBINO;-23,01965;-49,47312
2032333;35;355500;USF DE TUPA ALTO SUMARE;RUA ERNESTO COQUEMALA;JARDIM ITAIPU;-21,92983;-50,49345
2032368;35;355500;USF MARIA APARECIDA SANTOS MORCELLI CIDA MORCELLI MARABA;RUA ARMANDO SALA;PARQUE SAO PEDRO;-21,92702;-50,50072
2032376;35;355500;PAS DR EDMUNDO VIEIRA PRADO DE TUPA;AVN TANCREDO NEVES;VIL FORMOSA;-21,93724;-50,5021
2032406;35;350320;CMSC YOLANDA OPICE DR FRANCISCO OSWALDO CASTELUCI;AVENIDA DOMINGOS DE NOBILE;JAD ITALIA;-21,79981;-48,14979
2032414;35;350280;UBS DR JOSE ROBERTO TURRINI TURRINI;RUA MANOEL DE SOUZA;SAO RAFAEL;-21,16887;-50,45487
2032422;35;350280;UBS DR WANDERLEY VUOLO JARDIM TV;AVENIDA PRESTES MAIA;TV;-21,18863;-50,45464
2032503;35;355080;CS III DR ANTONIO ANADAO SSGRAMA;PRC JOSE ROBERTO MAGALHAES TEIXEIRA;CENTRO;-21,71019;-46,82037
2032511;35;350030;UBS DR WILSON LUIZ ZERBINATTI JARDIM AEROPORTO;ESTRADA DO TANQUE;JARDIM AEROPORTO;-22,08104;-46,97326
2032643;35;350950;CENTRO DE SAUDE DIC I;RUA 17;DIC I;-23,03715;-47,12096
2032708;35;350320;QUALIS USF ASSENTAMENTO BELA VISTA;RUA 3;ASSENT BELA VISTA;-21,91448;-48,19291
2032716;35;350320;CMSC SELMI DEI I DR RUY DE TOLEDO;RUA JOSE FREITAS MADEIRA;JARDIM SELMI DEI I;-21,73999;-48,15137
2032791;35;352720;UBS VILA NUNES;RUA CORONEL JOAO CARLOS GUEDES;VILA NUNES;-22,72271;-45,10557
2032805;35;352720;UBS SANTA LUCRECIA;ZONA RURAL;SANTA LUCRECIA;-22,79242;-45,08744
2032813;35;352720;USF PRQ RODOVIAS PSF;ALAMEDA JORDAO AUGUSTO LIMA;PRQ DAS RODOVIAS;-22,73437;-45,09448
2032821;35;352720;UBS PINHAL NOVO;ZONA RURAL;PINHAL NOVO;-22,81076;-45,07527
2032996;35;351980;CENTRO ODONTOLOGICO DE ICEM;RUA PREF JOAO RIBEIRO DA SILVEIRA;CENTRO;-20,34352;-49,19751
2033038;35;350480;CS DE BALSAMO;RUA LOURENCO DIOGO AYALA;CENTRO;-20,735;-49,584
2033046;35;353475;UBS NELSON RODRIGUES;MARTINS DE SA;CENTRO;-20,001;-50,372
2033119;35;354500;CS II DE SALESOPOLIS;PRC PADRE JOAO MENENDES;CENTRO;-23,5321;-45,84652
2033127;35;350210;CAMO MINEIRA DR NELSON RODRIGUES MARTINHO ANDRADINA;RUA IGUASSU;STELLA MARIS;-20,89181;-51,37094
2033151;35;353870;UNIDADE BASICA DE SAUDE SANTA TEREZINHA PIRACICABA;RUA NICOLAU ZEM;SANTA TEREZINHA;-22,725;-47,649
2033186;35;354390;UBS PSF DR GILSON GIOVANNI;RUA OITO;JARDIM DAS PALMEIRAS;-22,4288;-47,58591
2033259;35;355010;UBS COHAB I;AVN SAO PAULO;COHAB I;-22,7576;-48,57414
2033283;35;355100;UNIDADE BASICA DE SAUDE TANCREDO NEVES SAO VICENTE;RUA LUIZ MEIRELES DE ARAUJO;CIDADE NAUTICA;-23,94016;-46,41693
2033305;35;355410;NUCLEO DO PROG DE SAUDE DA FAMILIA ESPLANADA SANTA TEREZINHA;RUA LUIZ CLAUDIO DE OLIVEIRA;ESPLANADA SANTA TERE;-22,99811;-45,56985
2033313;35;355410;PAMO BONFIM;RUA JUTA FABRIL;PARQUE DO BONFIM;-23,02976;-45,60553
2033356;35;352380;UNIDADE DE SAUDE DE ITOBI ALCIBIADES PIRES;RUA INACIO RODRIGUES DAMASIO;CENTRO;-21,73382;-46,97423
2033399;35;350610;E S F DR JOSE MAURO NETO;RUA PALMARES;JARDIM TRES MARIAS;-20,96146;-48,49063
2033607;35;350600;UNIDADE BASICA DE SAUDE NOVA ESPERANCA;RUA BENEDITO DE ABREU;JD NOVA ESPERANCA;-22,31409;-49,11701
2033666;35;352260;POSTO DE SAUDE DA FAMILIA BARAO ATALIBA NOGUEIRA;RUA LUIS FRASSETO;BARAO;-22,41978;-46,78288
2033682;35;353070;UBS GUACU MIRIM;RUA ALCIDES TOLEDO;JARDIM GUACU MIRIM;-22,39212;-46,94263
2033690;35;353070;UBS ZANIBONI;RUA EDUARDO FIGUEIREDO;JARDIM NOVO II;-22,34837;-46,92645
2033704;35;353890;CENTRO DE SAUDE DE PIRAJUI II DR JORGE MEIRELES DA ROCHA;RUA RIACHUELO;CENTRO;-21,99869;-49,45662
2033860;35;352260;POSTO DE SAUDE DA FAMILIA PRADOS;RUA SINPHRNIO EDNANDO E SILVA;PRADOS;-22,44895;-46,8092
2033941;35;350950;CENTRO DE SAUDE SANTA LUCIA;RUA SAO BENEDITO;JARDIM STA LUCIA;-22,9398;-47,11496
2033992;35;354890;UBS DELTA PS DR LUIZ MAIA;RUA PEDRO CAVARETTI;JARDIM HIKARI;-22,018;-47,891
2034085;35;355210;UBS ESF JD ARAUJO TEIXEIRA DE SOCORRO;RUA OTAVIO ZUCATO;JD ARAUJO;-22,591;-46,529
2034093;35;355210;ESF RIO DO PEIXE POSTINHO RIO DO PEIXE DE SOCORRO;EST MUNICIPAL SOCORRO MUNHOZ;RIO DO PEIXE;-22,591;-46,529
2034115;35;353070;USF SANTA TEREZINHA;RUA BENEDITO MAIA FIGUEIREDO;JARDIM SAO PEDRO;-22,33351;-46,93178
2034174;35;352640;UNIDADE BASICA DE SAUDE DE LARAS;RUA JOAO H DE CAMPOS;DIST DE LARAS;-22,99569;-47,84409
2034204;35;355460;CENTRO DE SAUDE DE TIMBURI;RUA SEBASTIAO CARLOS SIMOES;CENTRO;-23,20772;-49,6057
2034212;35;354025;UBS DE PONTALINDA;AV BRASIL;COHAB JOSE C PEREIRA;-20,441;-50,523
2034220;35;353590;CS DE PARANAPUA;RUA DR JULIO AMARAL;CENTRO;-20,10412;-50,58502
2034263;35;350950;CENTRO DE SAUDE SAO CRISTOVAO;AV MARTINHO LUTERO;JAD ADEMAR DE BARROS;-22,98828;-47,1516
2034247;35;353280;CS DE NOVA ALIANCA;RUA JOSE FAGLIARI;PARQUE INDUSTRIAL;-21,01874;-49,50272
2034301;35;352240;UBS JARDIM MARINGA ITAPEVA;RUA EUCLIDES DE CAMPOS;JD MARINGA;-23,98928;-48,89233
2034336;35;352690;CSF PINHAL LIMEIRA;CENTRO RURAL DE PINHAL;PINHAL;-22,565;-47,402
2034344;35;352690;CSF AMPARO LIMEIRA;RUA TANCREDO DE LUNA;JARDIM NOSSA SENHORA;-22,57072;-47,41854
2034352;35;352790;CENTRO DE SAUDE DE LUTECIA;RUA MANOEL LOURENCO;CENTRO;-22,34;-50,392
2034379;35;352080;USF DE INUBIA PAULISTA;RUA ANTONIO FACCO;CENTRO;-21,76962;-50,96248
2034492;35;355570;CS DE UNIAO PAULISTA;RUA 21 DE MARCO;CENTRO;-20,887;-49,897
2034506;35;352830;CENTRO DE SAUDE III DE MAGDA;RUA MANOEL FRANCO JUNIOR;CENTRO;-20,64579;-50,22456
7270429;32;320305;UNIDADE DE SAUDE DA FAMILIA CALIXTO DAGOSTINI IRMA TEREZA;RUA 13 DE DEZEMBRO;IRMA TEREZA ALTOE;-18,91146;-40,07733
2034522;35;354480;CS DE SALES;TRAVESSA DUQUE DE CAXIAS;CENTRO;-21,34432;-49,49693
2034565;35;350600;UNIDADE BASICA DE SAUDE PARQUE VISTA ALEGRE;RUA JACOB CORSO;JARDIM HOJAS;-22,30329;-49,06863
2034573;35;351870;UNIDADE DE SAUDE SANTA ROSA GUARUJA;RUA MANOEL DA CRUZ MICHAEL;SANTA ROSA;-23,99288;-46,2887
2034581;35;351870;UBS PRAINHA VICENTE DE CARVALHO GUARUJA;RUA NOVA;PRAINHA;-23,98396;-46,30886
2034603;35;352570;U B S DR JOAO LANIA CENTRO JOSE BONIFACIO;RUA 21 DE ABRIL;CENTRO;-21,05511;-49,6885
2034646;35;352940;UBS DO PARQUE SAO VICENTE;RUA MARECHAL DEODORO DA FONSECA;PARQUE SAO VICENTE;-23,66939;-46,47745
2034654;35;352940;UBS JARDIM ZAIRA II;AVENIDA PRESIDENTE CASTELO BRANCO;JARDIM ZAIRA;-23,65507;-46,44694
2034700;35;353550;ESF I BARRA FUNDA;RUA OSCAR BRESSANE;BARRA FUNDA;-22,40846;-50,56805
2034719;35;353960;CS DE PLANALTO;RUA LUIZ AMERICO DE FREITAS;CENTRO;-21,03452;-49,92805
2034735;35;351920;ESF MARINES GOMES DA SILVA ANTONIETTO;AVENIDA SAO LUIS;CENTRO;-21,85924;-50,68766
2034743;35;350080;UNIDADE BASICA DE SAUDE III DE ALFREDO MARCONDES;RUA DAS AMERICAS;CENTRO;-21,95391;-51,41359
2034778;35;355220;CENTRO DE SAUDE VILA HORTENCIA SOROCABA;RUA TEODORO KAISEL;V HORTENCIA;-23,5064;-47,43908
2034840;35;354850;SEUB DE SAUDE DA APARECIDA;AV PEDRO LESSA;APARECIDA;-23,961;-46,334
2034867;35;354450;CS DE RUBINEIA;AV OLAVO BILAC;CENTRO;-20,17213;-50,99862
2034905;35;354910;PSF DR RAUL DE OLIVEIRA ANDRADE SAO JOAO DA BOA VISTA;AVN GUILHERME GUERREIRO;JARDIM DURVAL NICOLA;-21,969;-46,798
2034964;35;355450;PROGRAMA DE SAUDE DA FAMILIA DO BAIRRO COHAB TIETE SP;RUA PEDRO LAZARINI;COHAB;-23,102;-47,715
2035065;35;355270;UNIDADE DE SAUDE DA FAMILIA DE CURUPA TABATINGA SP;RUA 7 DE SETEMBRO;CENTRO;-21,73104;-48,68719
2035111;35;352690;CSF CECAP LIMEIRA;AV FAUSTO ESTEVES DOS SANTOS;CECAP;-22,59309;-47,40056
2035189;35;352900;USF AEROPORTO;RUA IPORAS;AEROPORTO;-21,93454;-50,52049
2035030;35;355280;UBS PARQUE PINHEIROS;ESTRADA LAURITA ORTEGA MARI;PARQUE PINHEIROS;-23,602;-46,753
2035340;35;351000;CENTRO DE SAUDE II DE CANDIDO MOTA;RUA ANTONIO DA SILVA VIEIRA;CENTRO;-22,74701;-50,39101
2035375;35;353050;NUCLEO DE AT INTEG A SAUD DR GASTAO DE P LEITAO MOCOCA;RUA CRISPIM BASTOS SOBRINHO;COHAB II;-21,49459;-47,00997
2035448;35;350110;PAS SAO MARTINHO D OESTE DE ALTO ALEGRE;AV AUGUSTO CERVIGNE;CENTRO;-21,581;-50,164
2035464;35;350650;UBS 03 DR ODILON DA SILVA NUNES ISABEL MARIN BIRIGUI;RUA JOSE PARPINELLI;VILA ISABEL MARIN;-21,30115;-50,35844
2035480;35;354000;USF DR ALDO DE OLIVEIRA LINO;RUA ANTONIO PEREIRA DA SILVA;VILA DE PAULOPOLIS;-22,09891;-50,25255
2035537;35;352940;UBS DO JARDIM MAUA;RUA JOAQUIM CHAVASCO;JARDIM MAUA;-23,66811;-46,43554
2035545;35;352940;UBS DO FEITAL;RUA ALUIZIO DE AZEVEDO;SITIO FEITAL;-23,65817;-46,42327
3011704;23;230370;UAPS TEREZINHA LIMA MOREIRA;RUA PAULO GOMES DA SILVA;PARQUE SOLEDADE;-3,74453;-38,65105
2035618;35;354300;UNIDADE DE SAUDE DA FAMILIA BAIRRO CACADOR;RUA CACADOR DO MEIO;CACADOR;-24,21374;-48,86384
2035642;35;355020;USF GRAMADAO SAO MIGUEL ARCANJO;RUA JOSE ANTONIO VIEIRA;GRAMADAO;-23,878;-47,997
2035685;35;353870;UNIDADE DE SAUDE DA FAMILIA CAMPESTRE PIRACICABA;AVENIDA LARANJAL PAULISTA;CAMPESTRE;-22,725;-47,649
2035707;35;351110;USF DR JOSE PIO NOGUEIRA DE SA GABRIEL HERNANDES;RUA GUARAPARI;GABRIEL HERNANDES;-21,138;-48,973
2035774;35;352900;USF ROSALIA;RUA KANITTI YAMANI;DISTRITO DE ROSALIA;-22,214;-49,946
2035782;35;352900;USF JARDIM CAVALARI;RUA JOAO GERONIMO PERINETTI;JAD CAVALARI;-22,23034;-49,97589
2035812;35;352390;UBS 07 SANTA TEREZINHA ITU;RUA ANTONIO FAUSTINO FILHO;CRUZ DAS ALMAS;-23,27821;-47,30503
2035839;35;352840;V UNIDADE DE SAUDE DA FAMILIA VILA BARRETO BAIXO MAIRINQUE;RUA ANGELINA PERROTE CARAMANTE;VILA BARRETO;-23,53477;-47,1696
2035855;35;351850;PR S DA FAMILIA UNIDADE DE SAUDE ADALBERTO ROCHA GUAREI;RUA SIQUEIRA CAMPOS;CENTRO;-23,37073;-48,17919
2047608;35;353700;PS DE PEDREGULHO;CAPITAO MACHADO;BELA VISTA;-20,24745;-47,47866
